Группа	Код	Наименование	Наличие	Цена1 	Цена2	Цена3	Цена4	Старая цена	Описание краткое	Описание полное	Арт. Аналогов	Штрих код
	5940	VOLVO 35-47-7 сальник	0	300	290	280	270	340	ELRING	336998	XMA-S11798RDAC=xel-336998	0
	5941	VOLVO 740/760 38-65-8 сальник ступицы/моста	2	280	270	260	250	310	Corteco	12017269	12017269B=12329223=1232922	0
3	5942	Сальники разные г/у, ступицы										0
	5943	NISSAN 34-44-10 сальник	0	610	580	550	520	680	NISSAN	40533-01j00	40533-01j00	0
	5944	NISSAN 45-69-10 cальник хвостовика раздатки	1	1660	1580	1500	1430	1860	NISSAN	33140-7S110	33140-7S110	0
	5945	40-56-7 сальник	1	130	120	110	100	150	ELRING	059.790	059.790	0
	5946	6-16-7 сальник	2	220	210	200	190	250	???	06136	06136	0
	5947	18-30-6,4/8 сальник	1	330	310	290	280	370	Corteco	01019317	XC-S01019317	0
	5949	16-30-7 сальник	1	310	290	280	270	350	Corteco	12013061	XC-S12013061=12013061B	0
	5950	19-30-6,5 сальник	1	310	290	280	270	350	Corteco	12014151	XC-S12014151	0
	5951	TOYOTA LC PRADO 47-69-10/16,5 сальник пер редуктора левый	1	380	360	340	320	430	Corteco	19035153B	19035153B=9031147012=90311-47012	0
	5953	16-24-7 сальник	1	210	200	190	180	240	Corteco	12015773	XC-S12015773=xma-s638pac	0
	5954	18-30-7 сальник	2	190	180	170	160	210	Corteco	19016630	XC-S19016630=xfm-nj963	0
	5955	19,05-36-6,7 сальник	4	240	230	220	210	270	Corteco	19026517	XC-S19026517=26025152	0
	5957	SUZUKI GV 54-69-7,5 сальник ступицы	1	710	670	640	610	800	Blue Print	Z143A	09283-54001=Z143A=Z6137 	0
	5958	SUZUKI GV 75-88-7 сальник ступицы	1	850	810	770	730	950	Musashi	Z6138	09286-75001=Z6138	0
3	5959	Сальник рулевой рейки										0
	5960	17,15-35,9-6,7 сальник р/рейки	2	400	380	360	340	450	Corteco	19019934	S19019934=19019934B	0
	5961	19,05-34,6-4,4/5,9 сальник р/рейки	5	220	210	200	190	250	Corteco	12015526	S12015526=12015526B	0
	5962	19,05-34,6-6,2/9,2 сальник р/рейки	2	230	220	210	200	260	Corteco	12012530	S12012530=12012530B	0
	5963	19,8-39,7-6,35 сальник р/рейки	2	250	240	230	220	280	Corteco	19018211	S19018211=19018211B	0
	5964	20,6-41,2-6,3 сальник р/рейки	2	250	240	230	220	280	Corteco	19025690b	S19025690=19025690B	0
	5965	23-34,2/38-7,5 сальник р/рейки	1	360	340	320	300	400	Corteco	12012051	S12012051=12012051B	0
	5966	23-34,3-6,35 сальник р/рейки	2	280	270	260	250	310	Corteco	12012050	S12012050=12012050B	0
	5967	25,5-42,5-8 сальник р/рейки	2	890	850	810	770	1000	Corteco	19026825b	S19026825=19026825B	0
	5968	25-35/40-8,3/9,6 сальник р/рейки	2	590	560	530	500	660	Corteco	12018164	S12018164=12018164B	0
	5969	27,7-42,5-8,5 сальник р/рейки	2	890	850	810	770	1000	Corteco	19029726	S19029726=19029726B	0
	5971	30-42-8 сальник р/рейки	1	870	830	790	750	970	Corteco	19026842	S19026842=19026842B	0
2	5972	Распредвал										0
3	5973	VW VOLVO										0
	5976	VW T-4 1,9TD распредвал	1	5970	5670	5390	5120	6690	Ruville	215419	ATS028109101G=10006=215419=028109101G	0
	5978	VW T-4 2,5D AJT/ACV распредвал	0	11830	11240	10680	10150	13250	AE	CAM442	074109101j=04934=647030=046109101k=CAM442	0
	5979	VW T-5 1,9TD AXB/AXC распредвал	1	11390	10820	10280	9770	12760	AE	CAM672	CAM672=038109101R=29852=cam914=50006304=cm05-2126	0
	5980	VW T-5 1,9TD BRR/BRS распредвал	1	12050	11450	10880	10340	13500	Freccia	cm05-2127	CAM904=038109101AH=33194=ATS038109101AH=XFC-CM05-2127	0
2	5981	Масляный насос										0
	5982	Насос масляный VW B-5 1,6/1,8	1	2440	2320	2200	2090	2730	Hans Pries	109790755	HP-109790755=fb-22204=06a115105b=ecqd-001	0
	5985	Насос масляный VW 1,6D-1,6TD 101443756=08450	0	2290	2180	2070	1970	2560	Hans Pries	101443756	Насос масляный VW 1,6D-1,6TD 101443756=08450	0
	5986	Насос масляный VW T-5 1,9TD 	1	14000	13300	12640	12010	15680	VAG	038115105d	038115105d	0
	5987	OPEL VECTRA 2,0 насос масляный HP-205586876	1	4460	4240	4030	3830	5000	Dello	01-3006460042-A	HP-205586876=01-3006460042-A=0646042=880646042	0
2	5988	Цепь ГРМ										0
	5989	Цепь ГРМ OPEL 1,2  56 ЗВЕНЬЕВ	2	730	690	660	630	820	Arwidson Oy	14-103-056	14-103-056=50020948=XRU-3466010=fb-25118=99110019=553010810=553027410	0
	5990	Цепь ГРМ OPEL 1,9-2,0-2,4i  88 ЗВЕНЬЕВ	1	1310	1240	1180	1120	1470	Arwidson Oy	14-203-088	14-203-088=50025474=FB-09360=xfm-tc2388	0
2	5992	Ремни ГРМ										0
3	5993	AUDI,VW										0
	9762	AUDI / VW ремень масл.насоса 059/007 059 зуб., 7,43mm	1	1040	990	940	890	1160	DAYCO	941086	941086=03L115264A	0
	5994	AUDI / VW ремень ТНВД 075/200 VW LT 2,4D/TD	1	540	510	480	460	600	DAYCO	94090	94090=xda-075rh200=5034	0
	5995	AUDI / VW ремень ТНВД 077/200 T-4 2,4TD	2	600	570	540	510	670	DAYCO	94295	94523 077/210=xda-077shx200=94295=xbs-1987948818=TB293	0
	5996	AUDI / VW ремень ТНВД 080/210 AUDI 2,5TDi	1	1400	1330	1260	1200	1570	DAYCO	94404	94404=080TM210=XDA-080SHX210H=xko-029-ct791	0
	5997	AUDI / VW ремень ТНВД 081/210 DAYCO T-4  2,5TD	2	860	820	780	740	960	DAYCO	94775	94775=xda-081rhx210h=ct914=5494XS	8021787531411
	6000	AUDI / VW ремень ГРМ 108/190	2	550	520	490	470	620	DAYCO	94145	"94145 108/190  =  41108x3/4"" =  PC5015  = 108TP190"	0
	6001	AUDI / VW ремень ГРМ 119/254	1	910	860	820	780	1020	DAYCO	94092	"94092=45119x25=45119x1""=119TM254=xda-119shx254"	0
	6002	AUDI / VW ремень ГРМ 120/180	2	620	590	560	530	690	DAYCO	94058	94058 120/180 =  41120x18  /  120TP180 = xda-120s180 = 1450201	0
	6003	AUDI / VW ремень ГРМ 120/254 LT ACT 92-96	1	1700	1620	1540	1460	1900	Gates	5398XS	94657 120/254   xda-120shx254h LT ACT 92-96  1869601=5398xs	0
	6004	AUDI / VW ремень ГРМ 120/300 1,4TD-1,9TD	1	1780	1690	1610	1530	1990	DAYCO	94885	94885=120SP300HT=TB680=038109119L=038109119N=038109119P	0
	6005	AUDI / VW ремень ГРМ 121/180	0	450	430	410	390	500	DAYCO	94017	94017=CT637=1457601=XDA-121SX180=1987949018=xda-121rx180	0
	6008	AUDI / VW ремень ГРМ 122/265 DAYCO 2,4-2,5TD	2	1020	970	920	870	1140	DAYCO	94774	94774=122shx265h=xbs-1987949452=QTB498	0
	6009	AUDI / VW ремень ГРМ 124/180	1	480	460	440	420	540	BOSCH	1987949071	94302=XDA-124SX180=xbs-1987949071	0
	6010	AUDI / VW ремень ГРМ 124/265 A-100 TD 91-94	0	960	910	860	820	1080	DAYCO	94405	94405 124/265       97124x26,5 124TM265=XDA-124SHX265H                A-100  TD  91-94	0
	6011	AUDI / VW ремень ГРМ 128/190 GOLF 1,4	2	920	870	830	790	1030	CONTITECH	CT629	94303 128/190      CT629    GOLF 1,4  128STP8M190=CT629=5311=030109119A	0
	6013	AUDI / VW ремень ГРМ 135/254	1	600	570	540	510	670	CONTITECH	CT513	94416 135/254  = Flennor 97135x25  =  XR-135TM250   =XDA-135SHX254=    CT513 13597x25	0
	6014	AUDI / VW ремень ГРМ 137/190 GOLF 1,6 94-> Dayco	5	800	760	720	680	900	DAYCO	94687	94687 HR92137x19  =  137HG190  137stp8m190h   137/190 GOLF 1,6   94-->	0
	6015	AUDI / VW ремень ГРМ 137/190 GOLF 1,6 94-> Lemfoerder	1	910	860	820	780	1020	Lemfoerder	1461301	94687 HR92137x19  =  137HG190=1461301                                      GOLF 1,6   94-->	0
	6016	AUDI / VW ремень ГРМ 137/254 Bosch 1,9TD	3	1250	1190	1130	1070	1400	BOSCH	1987949473	941001=94732=94941=xbs-1987949473=CT867=CT518=XR-137TM254=1483401=TB384	3165143203798
	6019	AUDI / VW ремень ГРМ 141/260 CRAFTER 2,5TD	2	2040	1940	1840	1750	2280	Ae	TB797	941008=G1625H=CT1120=TB797=5559XS=1987949578=076109119A	0
	6020	AUDI / VW ремень ГРМ 142/190	1	720	680	650	620	810	DAYCO	94198	94198 142/190  =  90142х19  = CT539  =  142ST190  =   5245PG XDA-142STP8M190	0
	6021	AUDI / VW ремень ГРМ 147/190 А-100	2	1200	1140	1080	1030	1340	BOSCH	1987949141	94689 147/190  = HR92147х19   =  XR147ST190 = 5182XS  =  90147х19  А-100   xbs-1987949141	0
	6022	AUDI / VW ремень ГРМ 147/254 A-6 2,0-2,3	1	1670	1590	1510	1430	1870	Lemfoerder	1483601	94652 92147х25  = 147ST250 = xda-147stp254h =1483601             A-6   2,0-2,3	0
	6023	AUDI / VW ремень ГРМ 150/230	1	1430	1360	1290	1230	1600	DAYCO	94777	94777=xda-150stp230h=150stp8m230h=1987949192=CT909=5491XS	0
	6024	AUDI / VW ремень ГРМ 151/190	1	1780	1690	1610	1530	1990	FLEENOR	90151х19	1880194	0
	6025	AUDI / VW ремень ГРМ 152/250 A-4, A-6	2	1570	1490	1420	1350	1760	CONTITECH	ct849	94407=94680 90152х25  /  152HG250=-1868901   152/250     A-4 A-6  CT849	0
	6026	AUDI / VW ремень ГРМ 153/250 A-4 A-6 B-5	1	1640	1560	1480	1410	1840	DAYCO	94843	94843=XDA-153STP8M250H	0
	6028	AUDI / VW ремень ГРМ 128/190 GOLF 3  91-> 1,4 ABD	1	960	910	860	820	1080	Fleenor	128st190	128ST190	0
	6029	AUDI / VW ремень ГРМ 207/300 к-т с роликами Audi A4/A6/A8 2.5TD 97->	1	6680	6350	6030	5730	7480	LUK	530036410	530036410=5570374=ct1015k1=vkma01152	0
	6030	AUDI / VW ремень ГРМ 120/300 к-т LUK VW T-5 1,9TD	1	6800	6460	6140	5830	7620	DAYCO	KTB296	530020110=xco-ct1028k3=K055569XS=VKMA01250=038198119A=038198119C=KTB296	0
	9644	AUDI / VW ремень ГРМ 120/300 к-т GATES VW T-5 1,9TD	2	7090	6740	6400	6080	7940	GATES	K055569XS	530020110=xco-ct1028k3=K055569XS=VKMA01250=038198119A=038198119C=KTB296	0
	9825	AUDI / VW 124/180 комплект ГРМ VW 2,0	1	1340	1270	1210	1150	1500	LUK	530014910	xlu-530014910=037198119=ct630k1=5540071=ktb402=14618=vkma01002	0
	9608	AUDI / VW 141/260 комплект ГРМ CRAFTER 2,5TD	1	8170	7760	7370	7000	9150	LUK	530048210	530048210=xda-ktb494=ct1120k1=k015661xs=vkma01244=076198119	0
	9678	AUDI / VW 160/250 комплект ГРМ VW T-5 2,0TD CONTITECH	2	10530	10000	9500	9030	11790	CONTITECH	CT1139K2	03L198119B=03L198119D=XCO-CT1139K2=530055010=vkma01148=37021	0
3	6032	BMW										0
	6033	BMW ремень ГРМ 127/250	1	1140	1080	1030	980	1280	DAYCO	94139	94139=40247x25=127CM254=xda-127spr254	0
3	6034	FORD										0
	6035	FORD ремень ГРМ 098/190	2	840	800	760	720	940	DAYCO	94253	"94253 45098x3/4""  98/190=10942 xda-098sh190 = 94253"	0
	6036	FORD ремень ГРМ 116/200 90-> MONDEO Diesel	1	1850	1760	1670	1590	2070	DAYCO	94379	94379=116TM200=XDA-116SHDN200H	0
	6037	FORD ремень ГРМ 119/190 OHC1,3-1,6-2,0  82-93г	1	1020	970	920	870	1140	Lemfoerder	1428901	84119x3/4=41119x3/4=CT685=119TP190=1428901=617060050	0
	6038	FORD ремень ГРМ 122/190	1	590	560	530	500	660	DAYCO	94422	"94422=CT687=HERZOG 84122x3/4""=122TP190=122sx190=G1178"	0
3	6039	OPEL										0
	6040	OPEL ремень ГРМ 104/150 Dayco	3	480	460	440	420	540	DAYCO	94193	94193=104TP150=XDA-104SX150=xbs-1987949005=1614401	0
	6041	OPEL ремень ГРМ 104/150 Bosch	2	510	480	460	440	570	BOSCH	1987949005	94193=104TP150=XDA-104SX150=xbs-1987949005=1614401	0
	6042	OPEL ремень ГРМ 104/170	1	570	540	510	480	640	DAYCO	94169	94186=94169=104HP170=xda-104sp170/1=1987949082=TB218  	0
	6044	OPEL ремень ГРМ 111/200	1	630	600	570	540	710	DAYCO	94080	94080=XR-111HP200=XDA-111SP200=1987949139=TB155	0
	6045	OPEL ремень ГРМ 136/254 V=1,7TD Contitech	1	1470	1400	1330	1260	1650	CONTITECH	CT748	"94605=HR45136x1""=CT748=xda-136shx254h"	0
	6046	OPEL ремень ГРМ 136/254 V=1,7TD Lemfoerder	1	1580	1500	1430	1360	1770	Lemfoerder	1475801	"94605=HR45136x1""=CT748=1475801"	0
	6047	OPEL ремень ГРМ 141/240 VECTRA 2,0 16V	2	1230	1170	1110	1050	1380	DAYCO	94263	94263=40249х24=CT724=141sp240	0
	6048	OPEL ремень ГРМ 146/240	1	990	940	890	850	1110	BOSCH	1987949045	94229=CT540=40353х24=146HP240=XDA-146SP240=1987949045	0
	6049	OPEL ремень ГРМ 146/200 VECTRA A-B, OMEGA A Dayco	1	1090	1040	990	940	1220	DAYCO	94662	94662=HR40802х20=XR-146HG200=xda-146stp8m200h	0
	6050	OPEL ремень ГРМ 146/200 VECTRA A-B, OMEGA A Bosch	2	1370	1300	1240	1180	1530	BOSCH	1987949457 	94662=HR40802х20=XR-146HG200=1475702=1987949457	0
	6051	OPEL ремень ГРМ 147/240	2	1280	1220	1160	1100	1430	DAYCO	94240	94240=CT529=xda-147sp240=147HP240=FB-11034=5048Gates=201190015=94240	0
	6053	OPEL ремень ГРМ 169/200 VECTRA B	1	1130	1070	1020	970	1270	DAYCO	94833	94833=XR-169HG200=5369XS=HR40812х20=xda-169stp8m200h=1987949171	0
	6054	OPEL ремень ГРМ 169/240 VECTRA B	1	1280	1220	1160	1100	1430	DAYCO	94659	94659=169STP240H=XR-169HG240=XDA-169STP8M240H=xbs-1987949459	0
	6055	OPEL ремень ГРМ 176/240 VECTRA 2,0 16V                                    	2	1220	1160	1100	1050	1370	DAYCO	94769	94769=HR40815x24=CT871=TB509=XDA-176STP8M240H=xbs-1987949462	0
	6056	OPEL ремень ГРМ 225/300 X25XE VECTRA/OMEGA  2,5 16V	2	1080	1030	980	930	1210	DAYCO	94825	94825=xbs-1987948823=XDA-225STP8M300H	0
3	6057	USA+JAPAN										0
	6058	MITS PAJERO ремень балансирного вала 083/190 ->10/93г	1	570	540	510	480	640	AE	TB268	94012=083TM190=XDA-083SHX190H=083RHX190H=TB268	0
	6061	MITS PAJERO/MONTERO 2,5/3,0 ремень ГРМ 187/320	1	3060	2910	2760	2620	3430	DAYCO	95259	95259=MD307487=XD307487=TB673=1987949511	0
	6062	MITS SPACE STAR ремень ГРМ 109/250	0	1140	1080	1030	980	1280	CONTITECH	CT1008	94904=CT1008=1145A051=MD342154=1145A052	0
	6064	HYUNDAI / KIA 1,6 ремень ГРМ 105/220	1	650	620	590	560	730	DAYCO	94660	94660=xbs-1987948849=xco-ct942=xgts-5479xs=2431226000=2431226050=vkmt95632=2431226001	0
	6065	HONDA HRV 1,6 ремень ГРМ 104/240	1	890	850	810	770	1000	DAYCO	94319	94319=104RP240H=CT863=1987948829=5410XS=14400-P2E-004=14400-P1H-E01	0
	6066	TOYOTA LAND CRUISER 80 3,5/4,2TD 90-> ремень ГРМ 094/250	1	1300	1240	1180	1120	1460	DAYCO	094sp254h	94323=094RP254H=HR58094x25 = 094HP250	0
	6067	TOYOTA LAND CRUISER 3,0TD 90-> ремень ГРМ 102/250	1	1860	1770	1680	1600	2080	Lemfoerder	2255801	94726=102SP250H=102SP250H=2255801	0
	6068	TOYOTA CARINA E 1,6 4AFE 95-> ремень ГРМ 117/210	1	1220	1160	1100	1050	1370	DAYCO	117shp+210h	94289=117RHP+210H=O48-71903=XR-117HG211	0
	6069	TOYOTA CARINA E 2,0 ремень ГРМ 163/267	1	1950	1850	1760	1670	2180	Lemfoerder	1869101	94167=163STP267H=1869101	0
	6070	MAZDA 626 ремень ГРМ 109/190	1	710	670	640	610	800	Lemfoerder	1850901	CT595=41109x3/4=109TP190=1850901	0
	6071	SUZUKI BALENO/SWIFT/VITARA 1,6 ремень ГРМ 103/254	1	2100	2000	1900	1810	2350	CONTITECH	CT757	94451=ct757=XDA-103SP254H=103rp254h	0
	6072	SUBARU FORESTER/IMPREZA ремень ГРМ 223/270	1	2330	2210	2100	2000	2610	BOSCH	1987949570	XBS-1987949570=5537XSG=13028AA181=13028AA230=26242	0
	6073	HYUNDAI SANTA FE 2,0-2,4 ремень ГРМ 175/290	1	3240	3080	2930	2780	3630	BOSCH	1987949623	94952=1987949623=24312-38220	0
	6074	Land Rover 2,5TDi ремень ГРМ 109/300	1	2540	2410	2290	2180	2840	DAYCO	109RP300H	94489=109RP+300H=109RP300H=xr-109hp300	0
	6075	ISUZU TROOPER 2,6i ремень ГРМ 137/254	3	1300	1240	1180	1120	1460	Fleenor	"92137x1"""	"94166=HR65137x1""=XDA-137STP254H"	0
3	6076	КОЖУХ РЕМНЯ ГРМ										0
	6078	OPEL кожух ремня ГРМ внутренний X20XEV	1	4300	4090	3890	3700	4820	OPEL	5638034	5638034	0
2	6079	Ролики ГРМ / Генератора										0
3	6080	AUDI VW										0
	6103	VAG ролик генератора железн AUDI/OPEL 70-17-24мм	2	590	560	530	500	660	Zekkert	SR-1369	030145299F=SR-1369=BSG 90-615-002=030145299C=1118301400=55320=19285=1001450003=NS6407=145060004	0
	6107	VAG ролик генератора отдельно T-5 1,9TD/2,0TD 70-17-24мм	2	540	510	480	460	600	Zekkert	sr-1267	xzk-sr-1267=903068008=xmil-ag03077=GTA0040=11145003/S=038903315AE=1118301500=11145001/S=xcaf-16-99	0
	6083	VAG ролик генератора плоский T-4 2,5 78-8-26мм под болт	1	460	440	420	400	520	Febi	01231	55423=xzk-sr-1095=PT-P2511=FB-01231=HP-100327755=028145278E=XLU-5320067100=1001450101	0
	6102	VAG ролик генератора плоский AUDI 2,6-2,8 90-8-25мм	0	650	620	590	560	730	HK	U-110	U-110=532013210=04131=078903341B/J	0
	9730	VAG ролик генератора плоский CRAFTER 06-> 90-10-26мм	2	1420	1350	1280	1220	1590	LUK	532053510	532053510=076260938=56338=36084=T36461=0-N1915=8641 292022	0
	6110	VAG ролик генератора плоский T-4 2,4D/2,5B 78мм	2	800	760	720	680	900	Febi	11342	074145278C=11342=531073410=xcaf-22-52	0
	9695	VAG ролик генератора плоский T-5 2,0TD / CRAFTER 70-8-28	2	1220	1160	1100	1050	1370	SNR	GA357.17	532046810=03G145276=55775=GA35717=0-N1738=30621=1118305500=VKM31008=110059055	0
	6116	VAG ролик генератора плоский T-4 90-8-25мм	1	770	730	690	660	860	Zekkert	sr-1101	xzk-sr-1101=RT1048=xcaf-20-27=FB-04127=074145278E=VKM31007=532016910=301450278074E	0
	6117	VAG ролик генератора ручейковый T-4 натяжной 81-**-26,5мм	1	860	820	780	740	960	Zekkert	sr-1103	xzk-sr-1103=DP1203012=04134=531073310=074145278F=074145278D=55435=20.3386	0
	6108	VAG ролик генератора с натяжителем T-5 1,9TD AXB/AXC 70мм	1	2270	2160	2050	1950	2540	LUK	534013230	534013230=038903315AE=21746	0
	6109	VAG ролик генератора с натяжителем T-5 1,9TD BRR/BRS 70мм	1	2500	2380	2260	2150	2800	LUK	534015110	fb-28025=xlu-534015110=xru-55790=03G903315C	0
	9725	VAG ролик генератора с натяжителем T-5 2,0TD плоский 70-14-24мм	3	2510	2380	2260	2150	2810	LUK	534016410	534016410=VKM31058=ga357.24=ga35724=t38427=55776=110096015=038903315ah=038903315aj=038903315AN	0
	6084	VAG ролик ГРМ 1,6B	1	540	510	480	460	600	Meyle	1001090016	FB-06688=55400=026109243E/G=XS-VKM11000=XLU-5310063100=101090243026L=30030005=1001090016	0
	6085	VAG ролик ГРМ 1,6D/1,9D	1	710	670	640	610	800	OPTIMAL	0-n806	xop-0-n806=FB-06687=03600=55405=1001090010=RT1123A=068109243F=xlu-531007910=30030007	0
	6111	VAG ролик ГРМ 72мм VW 1,8	1	2790	2650	2520	2390	3120	Ruville	55442	55442=18556=17948=531050020=531039920=06B109243F=06B109243=VKM11115=06B109243D	0
	6086	VAG ролик ГРМ A-100/VENTO	1	1360	1290	1230	1170	1520	Luk	531008310	55402=301090243051=FB-03600=06687=XS-VKM11020=027109243/051109243=xlu-531008310	0
	6091	VAG ролик ГРМ A-4/A-6/B-5 1,8-20v	1	3060	2910	2760	2620	3430	LUK	531049920	18658=058109243E=xlu-531049920	0
	6092	VAG ролик ГРМ A-4/B-5 1,8/T	2	3230	3070	2920	2770	3620	Rbh	11004	058109243B=10801=11004=531033320	0
	6093	VAG ролик ГРМ A-4/B-5 1,8/T	1	450	430	410	390	500	GMB	gt90860	101090244058=123-415=xgmb-gt90860=532016110=07022=058109244=RT1130A=20.3019=jbt-2197=21004-гемор	0
	6088	VAG ролик ГРМ A-4/B-5 1,8T 95->	2	2690	2560	2430	2310	3010	SNR	GT357.34	GT357.34=55442=18556=06B109243A/D/F	0
